Task ID,Occupation (O*NET-SOC Title),Task,task_group,task_group_vi,quality_critical_task,automation_exposure_index,worker_pull_index,human_complementarity_index,innovation_momentum_index,skill_shift_pressure,code_acceleration_potential,quality_risk_need,transition_type,mismatch_type,agent_recommendation,recommendation_rationale
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",Architecture / governance,Kiến trúc / quản trị,True,0.6444025028141716,0.6207049763033176,0.9240042351517596,0.9838104176442984,-0.3857839870254269,0.7496392989205959,0.6774296302165113,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",Quality control / QA / review,Kiểm thử / QA / review,True,0.7965725292771829,0.5395438388625592,0.6711303821720278,0.8850305021116847,1.0251858367795208,0.7403822900838088,0.5383183098287212,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,Quality control / QA / review,Kiểm thử / QA / review,True,0.7824566559927044,0.4046208530805687,0.8366119346128421,0.9935476302205536,-0.6646332599035757,0.7268750464312755,0.655581555081782,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",Quality control / QA / review,Kiểm thử / QA / review,False,0.5680343597426277,0.6470675355450237,0.783603352268271,0.9594087282965744,0.0477188569636821,0.7248368745280752,0.5723889333051629,Durable human skill,Worker wants help before tech is ready,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",Code generation / development,Sinh code / phát triển,False,0.8158298568317339,0.3508590047393364,0.7638782449889641,0.9963632097606756,-0.5037163694219011,0.7210173571105819,0.6820409898186696,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,Code generation / development,Sinh code / phát triển,False,0.5049461691908051,0.7314869668246445,0.8461760389006532,0.9240966682308775,-0.0201594733721419,0.7201766014154424,0.5582702002013538,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14653,Software Quality Assurance Analysts and Testers,Provide feedback and recommendations to developers on software usability and functionality.,Quality control / QA / review,Kiểm thử / QA / review,True,0.8128286346845709,0.337973933649289,0.7938517472802034,0.982167996245894,-0.7386978825488364,0.7109901881932513,0.5779272225343365,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
18101,Health Informatics Specialists,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",Documentation / reporting,Tài liệu / báo cáo,False,0.6439393855350802,0.589899289099526,0.7733412322274882,0.8809244486156733,0.1112635326514774,0.7049210410834266,0.642740069961634,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
18088,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",Quality control / QA / review,Kiểm thử / QA / review,True,0.7537042606233976,0.3944016587677725,0.6713533438651922,0.9377053026748006,-0.1108837115035298,0.6952704073553235,0.5398621454901076,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
1319,Network and Computer Systems Administrators,"Plan, coordinate, and implement network security measures to protect data, software, and hardware.",Quality control / QA / review,Kiểm thử / QA / review,True,0.65799947668851,0.6484004739336493,0.9292945335170806,0.7694744251525105,-0.1665515544232496,0.6919581252582233,0.843930776236413,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
1325,Network and Computer Systems Administrators,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,Quality control / QA / review,Kiểm thử / QA / review,True,0.7011808127905854,0.6251481042654029,0.5752013937906849,0.7247770999530736,1.534529654973254,0.6837020056696873,0.5713797135270363,Worker-pulled automation,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16249,Biostatisticians,Write program code to analyze data with statistical analysis software.,Code generation / development,Sinh code / phát triển,False,0.7762377881540795,0.4786729857819904,0.5869393745868485,0.7751055842327546,0.9256771009892736,0.676672119389608,0.5559610341229027,Automation candidate,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Code generation / development,Sinh code / phát triển,False,0.6535322228777254,0.4250592417061611,0.9063300393264092,0.928085405912717,-1.5001697223042565,0.6688922901655344,0.6319396526887451,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
8956,Statisticians,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,Other CS tasks,Task CS khác,False,0.6333229509767345,0.4740817535545024,0.6279830930052771,0.8920694509619898,-0.0062951883225369,0.6664913851644089,0.5930076780132241,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,Code generation / development,Sinh code / phát triển,False,0.6378301806903902,0.4337973933649289,0.7624589649647631,0.9246832473017365,-0.8596036672596927,0.6654369404523518,0.6662099793364289,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",Code generation / development,Sinh code / phát triển,True,0.7080093182275257,0.3002073459715639,0.8190643451760724,0.9879164711403096,-1.6179703840766546,0.6653777117797998,0.5946470386749705,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
8961,Statisticians,"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",Architecture / governance,Kiến trúc / quản trị,False,0.6488578672225347,0.416617298578199,0.8770545527881417,0.9303144063819804,-1.4420619142045064,0.6652631907275713,0.5808707810541782,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,Code generation / development,Sinh code / phát triển,False,0.632120811067365,0.4337973933649289,0.8507551566894109,0.9156499296105116,-1.2953205505236407,0.6605227113476019,0.6287602177437813,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",Quality control / QA / review,Kiểm thử / QA / review,True,0.7504534547427206,0.3167950236966825,0.7430859466908675,0.8879633974659784,-0.9503930994787266,0.6517372919684605,0.6012476771489074,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",Other CS tasks,Task CS khác,False,0.6247690200459353,0.4220971563981042,0.7538091156599778,0.9047395588925388,-0.9591682970690524,0.6505352451121927,0.5592856122483277,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
1317,Network and Computer Systems Administrators,Perform data backups and disaster recovery operations.,Architecture / governance,Kiến trúc / quản trị,True,0.5661525042740285,0.6232227488151659,0.8280926131334521,0.7614969497888315,-0.3181641415137282,0.6502907342926753,0.8320231532833631,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
1323,Network and Computer Systems Administrators,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",Code generation / development,Sinh code / phát triển,True,0.663836694277652,0.502962085308057,0.8211505495613594,0.762200844673862,-0.5615475992179761,0.6429998747531903,0.6408035104062129,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",Code generation / development,Sinh code / phát triển,True,0.5746835511592343,0.3554502369668247,0.7609559342543109,0.9524870952604412,-1.6651083642707312,0.6275402944621667,0.6051199359445301,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
7368,Mathematicians,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,Code generation / development,Sinh code / phát triển,False,0.488112784570471,0.4644549763033175,0.7867438629513854,0.8967620835288597,-1.52457725036586,0.6164432814675493,0.7368645371664178,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16212,Video Game Designers,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",Architecture / governance,Kiến trúc / quản trị,True,0.462937368734018,0.7486670616113744,0.6323857461373847,0.6286954481464101,0.8650887760005062,0.6134332928306009,0.5479773889152986,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
5319,Information Security Analysts,Monitor use of data files and regulate access to safeguard information in computer files.,Quality control / QA / review,Kiểm thử / QA / review,True,0.5955120470019578,0.5439869668246445,0.6535937167378127,0.6828953542937588,0.1303954290342599,0.6074647893734538,0.6294698577558817,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",Quality control / QA / review,Kiểm thử / QA / review,True,0.6209429355252912,0.2150473933649289,0.8334470550009524,0.984983575786016,-2.659396403797798,0.6069913015587454,0.6440760494645238,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
7372,Mathematicians,"Assemble sets of assumptions, and explore the consequences of each set.",Other CS tasks,Task CS khác,False,0.5884793281954738,0.3890699052132701,0.5743330756389141,0.8296574378226185,-0.5222118178278881,0.6024022237437875,0.6480475546240143,Low near-term shift,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,Quality control / QA / review,Kiểm thử / QA / review,False,0.4833754465501373,0.5599822274881516,0.7717790998621895,0.7637259502580949,-0.8730412910598285,0.6023612080987947,0.5869923940131664,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",Documentation / reporting,Tài liệu / báo cáo,False,0.6421807239130292,0.5673874407582937,0.660473317423504,0.5757860159549507,0.48016539423481,0.5951180602087579,0.5538088055463521,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16265,Biostatisticians,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.",Architecture / governance,Kiến trúc / quản trị,False,0.7020159830547521,0.413803317535545,0.7101343932416837,0.6496949788831534,-0.4246937563116372,0.5885047598244836,0.5971764554532781,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
1301,Database Administrators,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",Quality control / QA / review,Kiểm thử / QA / review,True,0.6040524709539357,0.2939869668246445,0.6321193685366319,0.8626231816048804,-1.3143145253136566,0.5868875397944868,0.6610060326103484,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",Architecture / governance,Kiến trúc / quản trị,True,0.6875531102981507,0.0457642180094786,0.7956864195041062,0.9889723134678554,-3.226870714812049,0.5740965472584949,0.570945414399836,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16262,Biostatisticians,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,Quality control / QA / review,Kiểm thử / QA / review,True,0.5552385334390088,0.450681279620853,0.7372245190637848,0.6637728765837635,-1.0484543003453004,0.5565642298812085,0.6396632726230891,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16199,Video Game Designers,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,Architecture / governance,Kiến trúc / quản trị,False,0.475210031361873,0.5416172985781991,0.7922165081285782,0.593500703894885,-1.124600208429864,0.536776011278319,0.6772207936988112,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",Quality control / QA / review,Kiểm thử / QA / review,True,0.535988581108368,0.3224229857819905,0.7562073543746429,0.6539183481933364,-2.0459821538427385,0.504109971694565,0.6503613624031845,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,Quality control / QA / review,Kiểm thử / QA / review,True,0.587529769958357,0.3898104265402844,0.619421476028817,0.4969497888315345,-0.7301958309702569,0.4914299951100587,0.5447363213881566,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16217,Video Game Designers,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",Architecture / governance,Kiến trúc / quản trị,False,0.432527505889827,0.423281990521327,0.6370990330857226,0.6152041295166588,-1.3732273884216033,0.4903378753092709,0.5789176154142878,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
5317,Information Security Analysts,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",Quality control / QA / review,Kiểm thử / QA / review,True,0.6123398245828531,0.1860189573459715,0.7256884922635652,0.66353824495542,-2.3895827673185925,0.4872990089614148,0.6412435516373198,AI-augmented human premium,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16209,Video Game Designers,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",Code generation / development,Sinh code / phát triển,False,0.4850728731654428,0.3113151658767772,0.7698640381835904,0.6439465039887377,-2.433663933592753,0.4801115143436525,0.6960374381173262,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
16194,Video Game Designers,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",Quality control / QA / review,Kiểm thử / QA / review,True,0.5029459304447573,0.3539691943127962,0.5485795995652807,0.5823557015485687,-1.0532273538192596,0.47975694210204073,0.5895258522722725,Low near-term shift,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
19002,Computer Network Support Specialists,Troubleshoot network or connectivity problems for users or user groups.,Quality control / QA / review,Kiểm thử / QA / review,True,0.4974088071837105,0.3631516587677725,0.8828694833787099,0.4082590333176912,-2.56430847288629,0.4229398330897247,0.7608959422732489,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
18095,Health Informatics Specialists,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",Other CS tasks,Task CS khác,False,0.4556573956665812,0.3163507109004739,0.6047312135166325,0.4672688878460816,-1.7870053275232385,0.41309233147104557,0.5202304224267772,Durable human skill,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
18992,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,Other CS tasks,Task CS khác,False,0.3348316517609477,0.2725118483412322,0.5860424859668584,0.6048803378695448,-2.5822597774489333,0.4040746126572416,0.6438320500631431,Low near-term shift,Moderate or mixed,"Con người dẫn dắt, AI hỗ trợ","Phán đoán con người vẫn là trung tâm; AI nên hỗ trợ checklist, tóm tắt và phân tích nháp."
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",Quality control / QA / review,Kiểm thử / QA / review,True,0.8897212857295527,0.7295616113744077,0.4537245246658375,0.9916705771938056,3.698678100306919,0.8703178247659219,0.47950255973788797,Worker-pulled automation,Moderate or mixed,Copilot + review bắt buộc,"AI có thể tăng tốc output, nhưng rủi ro chất lượng hoặc tính critical đòi hỏi code review, test và phê duyệt con người."
14731,Web Administrators,Back up or modify applications and related data to provide for disaster recovery.,Code generation / development,Sinh code / phát triển,True,0.8821698082159158,0.7809537914691943,0.0894264058350979,0.9264429845143124,5.667183759288047,0.8631888613998075,0.2143208871730602,Worker-pulled automation,Aligned automation opportunity,Copilot + review bắt buộc,"AI có thể tăng tốc output, nhưng rủi ro chất lượng hoặc tính critical đòi hỏi code review, test và phê duyệt con người."
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",Quality control / QA / review,Kiểm thử / QA / review,True,0.9484286395024036,0.6494372037914692,0.4172982980964225,0.9777099953073676,3.6513537459721808,0.8585252795337469,0.35283647928601036,Worker-pulled automation,Moderate or mixed,Copilot + review bắt buộc,"AI có thể tăng tốc output, nhưng rủi ro chất lượng hoặc tính critical đòi hỏi code review, test và phê duyệt con người."
14638,Software Quality Assurance Analysts and Testers,"Design test plans, scenarios, scripts, or procedures.",Quality control / QA / review,Kiểm thử / QA / review,True,0.8059047295745678,0.776510663507109,0.5517100265537292,0.982167996245894,3.126216824549539,0.8548611297758569,0.40280845901938467,Worker-pulled automation,Moderate or mixed,Copilot + review bắt buộc,"AI có thể tăng tốc output, nhưng rủi ro chất lượng hoặc tính critical đòi hỏi code review, test và phê duyệt con người."
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,Quality control / QA / review,Kiểm thử / QA / review,True,0.7609625110798269,0.8015402843601896,0.6609668582568654,0.9753636790239324,2.556775786062063,0.8459554914879831,0.6563131431356449,AI-augmented human premium,Moderate or mixed,Copilot + review bắt buộc,"AI có thể tăng tốc output, nhưng rủi ro chất lượng hoặc tính critical đòi hỏi code review, test và phê duyệt con người."
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",Quality control / QA / review,Kiểm thử / QA / review,True,0.8763822280501095,0.7322274881516588,0.4220342733577582,0.9188174565931488,3.795146333255719,0.8424757242649724,0.30193713976801095,Worker-pulled automation,Moderate or mixed,Copilot + review bắt buộc,"AI có thể tăng tốc output, nhưng rủi ro chất lượng hoặc tính critical đòi hỏi code review, test và phê duyệt con người."
