Task ID,Occupation (O*NET-SOC Title),Task,task_group_vi,quality_critical_task,code_acceleration_potential,quality_risk_need,human_complementarity_index,reskilling_priority_score,agent_recommendation
18101,Health Informatics Specialists,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",Tài liệu / báo cáo,False,0.7049210410834266,0.642740069961634,0.7733412322274882,0.7002627489768145,"Con người dẫn dắt, AI hỗ trợ"
14683,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,Kiểm thử / QA / review,True,0.7929662893419755,0.6123028377597551,0.6706399224675922,0.6991524895696025,Copilot + review bắt buộc
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,Sinh code / phát triển,False,0.6605227113476019,0.6287602177437813,0.8507551566894109,0.6969639499217168,"Con người dẫn dắt, AI hỗ trợ"
8955,Statisticians,"Identify relationships and trends in data, as well as any factors that could affect the results of research.",Task CS khác,False,0.8259514481162992,0.5454123290773739,0.6995064591666386,0.6961515092152601,Copilot + review bắt buộc
16270,Clinical Data Managers,Develop technical specifications for data management programming and communicate needs to information technology staff.,Sinh code / phát triển,False,0.7201766014154424,0.5582702002013538,0.8461760389006532,0.6950092203618141,"Con người dẫn dắt, AI hỗ trợ"
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,Sinh code / phát triển,False,0.6654369404523518,0.6662099793364289,0.7624589649647631,0.6899630101898815,"Con người dẫn dắt, AI hỗ trợ"
8961,Statisticians,"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",Kiến trúc / quản trị,False,0.6652631907275713,0.5808707810541782,0.8770545527881417,0.6886736878570263,"Con người dẫn dắt, AI hỗ trợ"
1323,Network and Computer Systems Administrators,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",Sinh code / phát triển,True,0.6429998747531903,0.6408035104062129,0.8211505495613594,0.6867688159337905,"Con người dẫn dắt, AI hỗ trợ"
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",Kiểm thử / QA / review,False,0.7248368745280752,0.5723889333051629,0.783603352268271,0.686171714535105,"Con người dẫn dắt, AI hỗ trợ"
14653,Software Quality Assurance Analysts and Testers,Provide feedback and recommendations to developers on software usability and functionality.,Kiểm thử / QA / review,True,0.7109901881932513,0.5779272225343365,0.7938517472802034,0.6851335399843692,"Con người dẫn dắt, AI hỗ trợ"
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",Sinh code / phát triển,True,0.6653777117797998,0.5946470386749705,0.8190643451760724,0.6790436345421776,"Con người dẫn dắt, AI hỗ trợ"
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",Kiểm thử / QA / review,True,0.6069913015587454,0.6440760494645238,0.8334470550009524,0.6765849016863196,"Con người dẫn dắt, AI hỗ trợ"
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",Kiểm thử / QA / review,True,0.8124921343390207,0.4901474800366854,0.674875634432456,0.6652673803565622,Copilot + review bắt buộc
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,Task CS khác,False,0.7966836603678967,0.5071959465948322,0.6573552149507579,0.6605308491930395,Copilot + review bắt buộc
16140,Business Intelligence Analysts,Manage timely flow of business intelligence information to users.,Task CS khác,False,0.7628034838420817,0.5430766132711025,0.6580207387986958,0.6597033928813925,"Con người dẫn dắt, AI hỗ trợ"
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",Kiểm thử / QA / review,True,0.6517372919684605,0.6012476771489074,0.7430859466908675,0.6569030904622186,"Con người dẫn dắt, AI hỗ trợ"
19002,Computer Network Support Specialists,Troubleshoot network or connectivity problems for users or user groups.,Kiểm thử / QA / review,True,0.4229398330897247,0.7608959422732489,0.8828694833787099,0.6562068838762044,"Con người dẫn dắt, AI hỗ trợ"
14744,Web Administrators,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",Sinh code / phát triển,True,0.6275402944621667,0.6051199359445301,0.7609559342543109,0.6530470789290299,"Con người dẫn dắt, AI hỗ trợ"
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,Sinh code / phát triển,False,0.7752742907435436,0.5198343272975219,0.6428293726821508,0.6527590740220878,Copilot + review bắt buộc
14758,Web Administrators,"Correct testing-identified problems, or recommend actions for their resolution.",Kiểm thử / QA / review,True,0.7403822900838088,0.5383183098287212,0.6711303821720278,0.652346920016583,"Con người dẫn dắt, AI hỗ trợ"
16277,Clinical Data Managers,"Prepare data analysis listings and activity, performance, or progress reports.",Tài liệu / báo cáo,False,0.7712147433727946,0.5188530377530327,0.6468407224407022,0.6517946411728548,Copilot + review bắt buộc
16199,Video Game Designers,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,Kiến trúc / quản trị,False,0.536776011278319,0.6772207936988112,0.7922165081285782,0.649791809338056,"Con người dẫn dắt, AI hỗ trợ"
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",Task CS khác,False,0.6505352451121927,0.5592856122483277,0.7538091156599778,0.6444163412467863,"Con người dẫn dắt, AI hỗ trợ"
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,Kiểm thử / QA / review,False,0.6023612080987947,0.5869923940131664,0.7717790998621895,0.6393365961096735,"Con người dẫn dắt, AI hỗ trợ"
18088,Health Informatics Specialists,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",Kiểm thử / QA / review,True,0.6952704073553235,0.5398621454901076,0.6713533438651922,0.6348982498299651,"Con người dẫn dắt, AI hỗ trợ"
8956,Statisticians,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,Task CS khác,False,0.6664913851644089,0.5930076780132241,0.6279830930052771,0.6311450146217112,"Con người dẫn dắt, AI hỗ trợ"
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,Kiến trúc / quản trị,False,0.8021546539032172,0.4420215967130356,0.6216578154235711,0.6309838742667421,Copilot + review bắt buộc
16262,Biostatisticians,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,Kiểm thử / QA / review,True,0.5565642298812085,0.6396632726230891,0.7372245190637848,0.6308139671365107,"Con người dẫn dắt, AI hỗ trợ"
14686,Computer Systems Engineers/Architects,"Research, test, or verify proper functioning of software patches and fixes.",Kiểm thử / QA / review,True,0.8703178247659219,0.47950255973788797,0.4537245246658375,0.629384156981089,Copilot + review bắt buộc
14681,Computer Systems Engineers/Architects,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",Kiến trúc / quản trị,True,0.5740965472584949,0.570945414399836,0.7956864195041062,0.6283911188193672,"Con người dẫn dắt, AI hỗ trợ"
16209,Video Game Designers,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",Sinh code / phát triển,False,0.4801115143436525,0.6960374381173262,0.7698640381835904,0.6281237186244228,"Con người dẫn dắt, AI hỗ trợ"
5319,Information Security Analysts,Monitor use of data files and regulate access to safeguard information in computer files.,Kiểm thử / QA / review,True,0.6074647893734538,0.6294698577558817,0.6535937167378127,0.6266987951483933,"Con người dẫn dắt, AI hỗ trợ"
18093,Health Informatics Specialists,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",Sinh code / phát triển,False,0.6909713933716831,0.5005347459309091,0.6985675551522077,0.6262176072125434,Thử nghiệm / theo dõi
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",Sinh code / phát triển,True,0.6758124061554299,0.5027484870456534,0.7133749005635664,0.6246306580690423,Thử nghiệm / theo dõi
1301,Database Administrators,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",Kiểm thử / QA / review,True,0.5868875397944868,0.6610060326103484,0.6321193685366319,0.6241369694655746,"Con người dẫn dắt, AI hỗ trợ"
16265,Biostatisticians,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.",Kiến trúc / quản trị,False,0.5885047598244836,0.5971764554532781,0.7101343932416837,0.6219472616488617,"Con người dẫn dắt, AI hỗ trợ"
14638,Software Quality Assurance Analysts and Testers,"Design test plans, scenarios, scripts, or procedures.",Kiểm thử / QA / review,True,0.8548611297758569,0.40280845901938467,0.5517100265537292,0.6208549192055597,Copilot + review bắt buộc
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",Kiểm thử / QA / review,True,0.504109971694565,0.6503613624031845,0.7562073543746429,0.6183223041126013,"Con người dẫn dắt, AI hỗ trợ"
1325,Network and Computer Systems Administrators,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,Kiểm thử / QA / review,True,0.6837020056696873,0.5713797135270363,0.5752013937906849,0.6172640504500089,"Con người dẫn dắt, AI hỗ trợ"
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",Kiểm thử / QA / review,True,0.7409595366904642,0.4447005082662287,0.6478496521125341,0.6139914055974992,Thử nghiệm / theo dõi
16249,Biostatisticians,Write program code to analyze data with statistical analysis software.,Sinh code / phát triển,False,0.676672119389608,0.5559610341229027,0.5869393745868485,0.6119900533455713,"Con người dẫn dắt, AI hỗ trợ"
7372,Mathematicians,"Assemble sets of assumptions, and explore the consequences of each set.",Task CS khác,False,0.6024022237437875,0.6480475546240143,0.5743330756389141,0.6113608025256485,"Con người dẫn dắt, AI hỗ trợ"
16136,Business Intelligence Analysts,"Identify or monitor current and potential customers, using business intelligence tools.",Kiểm thử / QA / review,False,0.7282525304523259,0.47015796587869796,0.61872710161003,0.6105380756409822,Thử nghiệm / theo dõi
16280,Clinical Data Managers,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",Task CS khác,False,0.7824028384331632,0.4228043054975343,0.595979126752042,0.6099374239854128,Copilot + review bắt buộc
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",Kiến trúc / quản trị,True,0.759053585535007,0.3941821583428168,0.6481572047998386,0.6036244908339484,Thử nghiệm / theo dõi
14647,Software Quality Assurance Analysts and Testers,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",Kiểm thử / QA / review,True,0.7760504280188445,0.42081492658910225,0.5820692301659329,0.6032227030552069,Copilot + review bắt buộc
5317,Information Security Analysts,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",Kiểm thử / QA / review,True,0.4872990089614148,0.6412435516373198,0.7256884922635652,0.6007769697235192,"Con người dẫn dắt, AI hỗ trợ"
1318,Network and Computer Systems Administrators,"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",Sinh code / phát triển,True,0.652320342847377,0.5023283130939176,0.655741823804242,0.6006785026728825,Thử nghiệm / theo dõi
14642,Software Quality Assurance Analysts and Testers,"Identify, analyze, and document problems with program function, output, online screen, or content.",Kiểm thử / QA / review,True,0.7740288507531153,0.45148830531506745,0.5250008403078888,0.598882657238492,Copilot + review bắt buộc
14640,Software Quality Assurance Analysts and Testers,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",Kiểm thử / QA / review,True,0.7498984658089783,0.45178966573352475,0.56311104388648,0.5988635303019451,Thử nghiệm / theo dõi
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",Tài liệu / báo cáo,False,0.5951180602087579,0.5538088055463521,0.660473317423504,0.5969986353806024,"Con người dẫn dắt, AI hỗ trợ"
16212,Video Game Designers,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",Kiến trúc / quản trị,True,0.6134332928306009,0.5479773889152986,0.6323857461373847,0.595261839786941,"Con người dẫn dắt, AI hỗ trợ"
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",Sinh code / phát triển,False,0.8199352735382162,0.4486585384885022,0.4394754237952786,0.594873453835082,Copilot + review bắt buộc
14708,Web Developers,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,Sinh code / phát triển,False,0.7292822420991718,0.4161765770978486,0.6289920226771089,0.5946227044931929,Thử nghiệm / theo dõi
16143,Business Intelligence Analysts,"Disseminate information regarding tools, reports, or metadata enhancements.",Tài liệu / báo cáo,False,0.758991241577741,0.4519966015548097,0.5044149776478102,0.5878990515872324,Thử nghiệm / theo dõi
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",Kiểm thử / QA / review,True,0.6828600922184082,0.4573192717811806,0.6149913728390082,0.5869536252205285,Thử nghiệm / theo dõi
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",Sinh code / phát triển,False,0.7389064826357706,0.4037551558891178,0.5864491949850426,0.5834891963617601,Thử nghiệm / theo dõi
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",Kiến trúc / quản trị,True,0.744716947849836,0.445957108684622,0.5123998633099167,0.5820717330070313,Thử nghiệm / theo dõi
14645,Software Quality Assurance Analysts and Testers,Plan test schedules or strategies in accordance with project scope or delivery dates.,Kiểm thử / QA / review,True,0.7540552042036907,0.382819435040999,0.5788967877830438,0.580333080891587,Thử nghiệm / theo dõi
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",Kiểm thử / QA / review,True,0.7258578770420997,0.44502771815593234,0.5265394440523008,0.5777377131844914,Thử nghiệm / theo dõi
18094,Health Informatics Specialists,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",Kiến trúc / quản trị,False,0.7365780407046244,0.39221519764841833,0.5748131715460545,0.5756098283453098,Thử nghiệm / theo dõi
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",Kiểm thử / QA / review,True,0.563165763754993,0.5109554940930356,0.6795362620864285,0.5739847939561669,Thử nghiệm / theo dõi
21049,Computer Programmers,Develop Web sites.,Sinh code / phát triển,False,0.7479288738522425,0.45693088947790467,0.4547076848957458,0.5727742820821001,Thử nghiệm / theo dõi
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",Kiểm thử / QA / review,True,0.8585252795337469,0.35283647928601036,0.4172982980964225,0.571227454087708,Copilot + review bắt buộc
1322,Network and Computer Systems Administrators,"Design, configure, and test computer hardware, networking software and operating system software.",Kiểm thử / QA / review,True,0.6472419438254813,0.49604588121087567,0.548469239129217,0.5696301457363033,Thử nghiệm / theo dõi
20950,Computer Systems Analysts,Troubleshoot program and system malfunctions to restore normal functioning.,Kiểm thử / QA / review,True,0.7537172902804489,0.40907073442618463,0.4901790416008426,0.5672064335615549,Thử nghiệm / theo dõi
14732,Web Administrators,"Determine sources of Web page or server problems, and take action to correct such problems.",Sinh code / phát triển,True,0.8243627107014388,0.3437757894492542,0.4643888720827311,0.5661638286084973,Copilot + review bắt buộc
18092,Health Informatics Specialists,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,Sinh code / phát triển,False,0.7279946878323799,0.43269494942947095,0.4926845596226457,0.5658122473389282,Thử nghiệm / theo dõi
14639,Software Quality Assurance Analysts and Testers,Test system modifications to prepare for implementation.,Kiểm thử / QA / review,True,0.7825045360279779,0.36311680599771756,0.5000862716099179,0.5651142644128717,Copilot + review bắt buộc
18100,Health Informatics Specialists,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",Sinh code / phát triển,False,0.6272982503640369,0.47466818842423864,0.5772441822683831,0.5613642116611941,Thử nghiệm / theo dõi
7373,Mathematicians,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",Task CS khác,False,0.6771051352746865,0.4773482403952808,0.4927262949144566,0.561095511976837,Thử nghiệm / theo dõi
16217,Video Game Designers,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",Kiến trúc / quản trị,False,0.4903378753092709,0.5789176154142878,0.6370990330857226,0.5580310737901397,"Con người dẫn dắt, AI hỗ trợ"
14654,Software Quality Assurance Analysts and Testers,Monitor program performance to ensure efficient and problem-free operations.,Kiểm thử / QA / review,True,0.8096887021240967,0.3201224628703957,0.4769184229101542,0.5551479485818157,Copilot + review bắt buộc
16146,Business Intelligence Analysts,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",Tài liệu / báo cáo,False,0.7693218749590667,0.3796664097725406,0.4472370676615912,0.5524212603194137,Copilot + review bắt buộc
14695,Web Developers,Perform or direct Web site updates.,Sinh code / phát triển,False,0.697456179564715,0.454458723676355,0.4535491804197057,0.5514303202175366,Thử nghiệm / theo dõi
14719,Web Developers,Recommend and implement performance improvements.,Sinh code / phát triển,False,0.7660526767552497,0.3945553850930981,0.4175072546581068,0.548892269149211,Thử nghiệm / theo dõi
14750,Web Administrators,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",Kiểm thử / QA / review,True,0.8424757242649724,0.30193713976801095,0.4220342733577582,0.5481768569642324,Copilot + review bắt buộc
14658,Software Quality Assurance Analysts and Testers,"Identify program deviance from standards, and suggest modifications to ensure compliance.",Kiểm thử / QA / review,True,0.7756045429467381,0.36842560114025774,0.4201309759896025,0.544223521575186,Copilot + review bắt buộc
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",Sinh code / phát triển,True,0.713340421071938,0.4236830474685925,0.4423512374934176,0.5442130444161369,Thử nghiệm / theo dõi
7371,Mathematicians,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,Sinh code / phát triển,False,0.66172246076545,0.4310844693495697,0.5120362900966915,0.5435776211027024,Thử nghiệm / theo dõi
14717,Web Developers,Establish appropriate server directory trees.,Sinh code / phát triển,False,0.7485945740477078,0.4128870918304467,0.3944055101789295,0.5425496893044719,Thử nghiệm / theo dõi
16252,Biostatisticians,Prepare tables and graphs to present clinical data or results.,Task CS khác,False,0.6881519584404359,0.48629727932314404,0.3876494347528935,0.5423771898274982,Thử nghiệm / theo dõi
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,Kiểm thử / QA / review,True,0.4914299951100587,0.5447363213881566,0.619421476028817,0.5420850795370826,"Con người dẫn dắt, AI hỗ trợ"
16194,Video Game Designers,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",Kiểm thử / QA / review,True,0.47975694210204073,0.5895258522722725,0.5485795995652807,0.5353817250274319,"Con người dẫn dắt, AI hỗ trợ"
16201,Video Game Designers,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",Kiến trúc / quản trị,False,0.5790368552871027,0.4466865459504362,0.5843652314207926,0.5340463410526919,Thử nghiệm / theo dõi
18992,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,Task CS khác,False,0.4040746126572416,0.6438320500631431,0.5860424859668584,0.5334816840767114,"Con người dẫn dắt, AI hỗ trợ"
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,Kiến trúc / quản trị,True,0.7183905514071652,0.3591059273208613,0.4688912417509775,0.5302661055629119,Thử nghiệm / theo dõi
8954,Statisticians,"Process large amounts of data for statistical modeling and graphic analysis, using computers.",Kiến trúc / quản trị,False,0.7886191702573427,0.3844806537115199,0.3022083291317939,0.5255679791849176,Copilot + review bắt buộc
8953,Statisticians,"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",Tài liệu / báo cáo,False,0.8246172948232081,0.3563679332107284,0.2826145899857707,0.5252293420494809,Copilot + review bắt buộc
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,Kiểm thử / QA / review,True,0.6715356600294417,0.3725468411626019,0.4925683170313603,0.5221477376765274,Thử nghiệm / theo dõi
16279,Clinical Data Managers,Monitor work productivity or quality to ensure compliance with standard operating procedures.,Kiểm thử / QA / review,True,0.7308554341953627,0.3326417899518383,0.4519957312359248,0.5217657329702696,Thử nghiệm / theo dõi
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Tài liệu / báo cáo,False,0.7685824003974472,0.3514564036262887,0.3629684716480118,0.5211848193401829,Thử nghiệm / theo dõi
14762,Web Administrators,Set up or maintain monitoring tools on Web servers or Web sites.,Kiểm thử / QA / review,True,0.800230347459427,0.3140114437930058,0.3631886323148802,0.5207933023900428,Copilot + review bắt buộc
14714,Web Developers,Develop or implement procedures for ongoing Web site revision.,Sinh code / phát triển,False,0.7154419144464693,0.3649492874189103,0.4097971496756411,0.5163583037941166,Thử nghiệm / theo dõi
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",Kiểm thử / QA / review,True,0.8232903214787902,0.2999260829167807,0.3211329030956942,0.5145734833863129,Copilot + review bắt buộc
14643,Software Quality Assurance Analysts and Testers,Monitor bug resolution efforts and track successes.,Kiểm thử / QA / review,True,0.8024258136780144,0.28591769024170455,0.3698612371572943,0.5135068263451259,Copilot + review bắt buộc
5322,Information Security Analysts,"Document computer security and emergency measures policies, procedures, and tests.",Kiểm thử / QA / review,True,0.6328827214608028,0.40179520776412475,0.4786094024850705,0.5134337619230325,Thử nghiệm / theo dõi
14641,Software Quality Assurance Analysts and Testers,"Document software defects, using a bug tracking system, and report defects to software developers.",Kiểm thử / QA / review,True,0.7042172349032033,0.32980290978614557,0.4620687820017254,0.5126351078868636,Thử nghiệm / theo dõi
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,Sinh code / phát triển,False,0.8140679097942088,0.2817389391473036,0.3412414708749286,0.509546160337972,Agent bán tự động
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",Sinh code / phát triển,False,0.46252508976587264,0.4797093455041927,0.6212183343977233,0.5082128904322474,Thử nghiệm / theo dõi
14700,Web Developers,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",Sinh code / phát triển,False,0.775564168655228,0.27174425709579986,0.408405599811771,0.5074375573985639,Agent bán tự động
14650,Software Quality Assurance Analysts and Testers,Update automated test scripts to ensure currency.,Kiểm thử / QA / review,True,0.7982578914232156,0.24464520800421274,0.3952474986835176,0.5037408540416402,Copilot + review bắt buộc
8957,Statisticians,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.",Task CS khác,False,0.47655822472988074,0.5131562704574957,0.5288155580204588,0.5024318740571905,Thử nghiệm / theo dõi
16246,Biostatisticians,Calculate sample size requirements for clinical studies.,Kiến trúc / quản trị,False,0.7007450377464165,0.3331499561439311,0.4218855388614388,0.5023718844643021,Thử nghiệm / theo dõi
1292,Computer User Support Specialists,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",Sinh code / phát triển,False,0.44487336192600774,0.46095616433861364,0.6414437049735022,0.4996449285322934,Thử nghiệm / theo dõi
18095,Health Informatics Specialists,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",Task CS khác,False,0.41309233147104557,0.5202304224267772,0.6047312135166325,0.4985003838169484,"Con người dẫn dắt, AI hỗ trợ"
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,Kiến trúc / quản trị,True,0.6264239809556127,0.3898973483884495,0.4405417745061791,0.49716910794474717,Thử nghiệm / theo dõi
14707,Web Developers,Write supporting code for Web applications or Web sites.,Sinh code / phát triển,False,0.8225852722691117,0.25576870365301846,0.29926529080255,0.49336947788683866,Agent bán tự động
16211,Video Game Designers,Create gameplay prototypes for presentation to creative and technical staff and management.,Kiến trúc / quản trị,False,0.49690095069113727,0.4384452063235969,0.5454474919610545,0.48857807547997745,Thử nghiệm / theo dõi
16198,Video Game Designers,Provide feedback to designers and other colleagues regarding game design features.,Kiến trúc / quản trị,False,0.4547907974317078,0.46128651537923493,0.5713365377074159,0.48620073378226936,Thử nghiệm / theo dõi
